省府板块，湘府英才，地铁口400米满五唯一诚心出售,https://cs.lianjia.com/ershoufang/104105536189.html,绿地公馆 - 省政府,3室2厅 | 97平米 | 南 | 其他 | 中楼层(共10层) | 2013年建 | 板塔结合,6人关注 / 6天以前发布,"['VR房源', '房本满五年', '随时看房']",110万元,['单价11341元/平米']
诚心出售 楼层采光不错 满五唯一 价格美丽,https://cs.lianjia.com/ershoufang/104105536391.html,五矿紫湖香醍 - 暮云,4室2厅 | 124.84平米 | 南 | 其他 | 低楼层(共18层)  | 板塔结合,2人关注 / 6天以前发布,"['VR房源', '随时看房']",111.9万元,['单价8964元/平米']
满五唯一，清水毛坯，不临马路，户型周正，中间楼层,https://cs.lianjia.com/ershoufang/104105540488.html,雄新水印廊桥 - 福元西路,3室1厅 | 120.23平米 | 南 北 | 毛坯 | 低楼层(共34层)  | 塔楼,2人关注 / 5天以前发布,"['VR房源', '房本满五年', '随时看房']",92万元,['单价7653元/平米']
正地铁口的精装3房，可拎包入住，满五唯一,https://cs.lianjia.com/ershoufang/104105542693.html,长沙恒大城 - 万家丽南路,3室2厅 | 92.24平米 | 南 | 精装 | 中楼层(共18层)  | 暂无数据,1人关注 / 5天以前发布,"['VR房源', '随时看房']",101万元,['单价10950元/平米']
省府板块，毛坯三房，南北通透双阳台，满五唯一！,https://cs.lianjia.com/ershoufang/104105543502.html,保利花园东苑 - 省政府,3室2厅 | 133.53平米 | 南 北 | 毛坯 | 低楼层(共11层) | 2010年建 | 板塔结合,9人关注 / 5天以前发布,"['VR房源', '房本满五年', '随时看房']",125万元,['单价9360元/平米']
苹果社区首套婚房自住精装修三房中间楼层朝南诚心出售,https://cs.lianjia.com/ershoufang/104105544774.html,苹果社区 - 汽车东站,3室2厅 | 87.59平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,1人关注 / 4天以前发布,"['VR房源', '随时看房']",71万元,['单价8106元/平米']
开福区烈士公园旁单位房精装三室两厅带杂屋随时看房,https://cs.lianjia.com/ershoufang/104105546227.html,东风一村 - 烈士公园,3室2厅 | 101.89平米 | 南 北 | 精装 | 中楼层(共6层) | 1998年建 | 板楼,4人关注 / 4天以前发布,"['VR房源', '房本满五年', '随时看房']",94万元,['单价9226元/平米']
地铁口精装两房双证在手，房子装修保养很好，拎包入住,https://cs.lianjia.com/ershoufang/104105546691.html,顺天黄金海岸 - 开福区政府,2室1厅 | 95.15平米 | 南 | 精装 | 高楼层(共33层) | 2008年建 | 塔楼,0人关注 / 4天以前发布,"['近地铁', 'VR房源', '房本满五年', '随时看房']",106万元,['单价11141元/平米']
米兰春天小高层，大五房，中间楼层，带精装急售,https://cs.lianjia.com/ershoufang/104105385772.html,利海米兰春天 - 含浦,5室2厅 | 160.68平米 | 南 北 | 简装 | 中楼层(共15层) | 2016年建 | 板塔结合,12人关注 / 1个月以前发布,"['VR看装修', '房本满五年', '随时看房']",132万元,['单价8216元/平米']
万家丽 5号线地铁 筑梦星园 品质小区 素质住户 毛坯房,https://cs.lianjia.com/ershoufang/104105479735.html,筑梦星园 - 万家丽北,4室2厅 | 114.3平米 | 南 | 毛坯 | 中楼层(共33层) | 2014年建 | 板塔结合,3人关注 / 16天以前发布,"['VR看装修', '随时看房']",108万元,['单价9448元/平米']
此房世纪城南边，配套清水塘和北雅，有车库,https://cs.lianjia.com/ershoufang/104105551785.html,世纪城悦江苑 - 湘江世纪城,3室2厅 | 133.84平米 | 南 北 | 精装 | 中楼层(共33层) | 2010年建 | 塔楼,7人关注 / 3天以前发布,"['VR房源', '房本满五年']",172万元,['单价12852元/平米']
万科城小三房，中间楼层，视野无遮挡，保养好,https://cs.lianjia.com/ershoufang/104105482188.html,万科城二期B区 - 福元西路,3室2厅 | 87.65平米 | 南 | 精装 | 中楼层(共34层) | 2014年建 | 板塔结合,3人关注 / 16天以前发布,"['VR看装修', '房本满五年', '随时看房']",115万元,['单价13121元/平米']
6号线地铁口河景房，中间位置安静不吵，精装拎包入住,https://cs.lianjia.com/ershoufang/104105482494.html,江河双水湾 - 武广新城,3室1厅 | 92.61平米 | 南 | 精装 | 低楼层(共33层) | 2011年建 | 板塔结合,22人关注 / 16天以前发布,"['VR看装修', '房本满五年', '随时看房']",118万元,['单价12742元/平米']
双地铁口 电梯三房 格局方正 自住精装 采光好,https://cs.lianjia.com/ershoufang/104105484544.html,三重星都心 - 雨花亭,3室2厅 | 125.92平米 | 东南 | 精装 | 低楼层(共17层) | 2010年建 | 板塔结合,18人关注 / 15天以前发布,"['近地铁', 'VR看装修', '房本满五年', '随时看房']",205万元,['单价16281元/平米']
业主急售大两房南北双阳台星语林名园,https://cs.lianjia.com/ershoufang/104105488330.html,星语林名园 - 铁道学院,2室2厅 | 110.14平米 | 南 北 | 精装 | 高楼层(共16层) | 2007年建 | 板塔结合,4人关注 / 15天以前发布,"['VR房源', '房本满五年', '随时看房']",100万元,['单价9080元/平米']
低总价 小两房 中高楼层 采光优良 业主诚售,https://cs.lianjia.com/ershoufang/104105488883.html,富基世纪公园 - 金星北,2室2厅 | 79.82平米 | 南 北 | 精装 | 高楼层(共32层) | 2014年建 | 板塔结合,7人关注 / 14天以前发布,"['VR看装修', '房本满五年', '随时看房']",64万元,['单价8019元/平米']
含浦带xue 区 精装两房出售 价格看中可谈 随时看房,https://cs.lianjia.com/ershoufang/104105493797.html,江山帝景—凯旋庭 - 含浦,2室2厅 | 99平米 | 南 北 | 精装 | 中楼层(共6层) | 2016年建 | 板塔结合,0人关注 / 14天以前发布,"['VR房源', '房本满五年', '随时看房']",110万元,['单价11112元/平米']
东方之珠高性价房子，房东诚心出售，户型周正,https://cs.lianjia.com/ershoufang/104105494603.html,东方之珠 - 德政园,3室2厅 | 105.59平米 | 南 | 简装 | 15层  | 板塔结合,3人关注 / 13天以前发布,"['VR房源', '房本满五年', '随时看房']",80万元,['单价7577元/平米']
南北通透四房，采光视野好   业主诚心卖,https://cs.lianjia.com/ershoufang/104105496263.html,华盛世纪新城 - 喜盈门,4室1厅 | 139.32平米 | 南 北 | 其他 | 高楼层(共18层) | 2009年建 | 板塔结合,5人关注 / 13天以前发布,"['VR看装修', '房本满五年', '随时看房']",139.8万元,['单价10035元/平米']
业主诚心出售，价格带车位，还可以谈，指标未用,https://cs.lianjia.com/ershoufang/104105497765.html,世纪城融江苑 - 湘江世纪城,3室2厅 | 116.37平米 | 南 | 毛坯 | 低楼层(共33层) | 2010年建 | 塔楼,6人关注 / 13天以前发布,"['VR看装修', '随时看房']",140万元,['单价12031元/平米']
房子是正规的小三房，楼层好采光好，刚需房,https://cs.lianjia.com/ershoufang/104105498945.html,世纪城映江苑 - 湘江世纪城,3室1厅 | 85.72平米 | 南 | 简装 | 高楼层(共33层) | 2010年建 | 塔楼,5人关注 / 13天以前发布,"['VR看装修', '随时看房']",110万元,['单价12833元/平米']
户型周正，主卧带阳台，近地铁口毛坯三房，采光无遮挡,https://cs.lianjia.com/ershoufang/104105505940.html,中建芙蓉嘉苑 - 省政府,3室2厅 | 114.94平米 | 南 东南 | 毛坯 | 中楼层(共17层)  | 板塔结合,8人关注 / 11天以前发布,"['近地铁', 'VR看装修', '房本满五年', '随时看房']",135万元,['单价11746元/平米']
世纪城南边苑 毛坯大三房 带车位 南北通透 不临街,https://cs.lianjia.com/ershoufang/104105513770.html,世纪城星江苑 - 湘江世纪城,3室2厅 | 124.62平米 | 南 北 | 毛坯 | 高楼层(共33层) | 2008年建 | 板楼,7人关注 / 10天以前发布,"['近地铁', 'VR房源', '房本满五年', '随时看房']",168万元,['单价13481元/平米']
东玺门 4室2厅 南 北,https://cs.lianjia.com/ershoufang/104105519717.html,东玺门 - 马王堆,4室2厅 | 142平米 | 南 北 | 精装 | 33层 | 2009年建 | 板塔结合,2人关注 / 9天以前发布,"['VR房源', '随时看房']",155万元,['单价10916元/平米']
恒大品质小区，精空装修，视野开阔，带车位，中间楼层,https://cs.lianjia.com/ershoufang/104105519722.html,恒大华府 - 市政府,3室2厅 | 91.2平米 | 南 北 | 精装 | 中楼层(共19层) | 2008年建 | 板塔结合,10人关注 / 9天以前发布,"['VR看装修', '随时看房']",168万元,['单价18422元/平米']
周正大三房 带大入户 带车位 九成新硬装 诚心出售,https://cs.lianjia.com/ershoufang/104105519723.html,世纪城鸿江苑 - 湘江世纪城,3室2厅 | 133.54平米 | 南 北 | 精装 | 中楼层(共33层) | 2008年建 | 塔楼,6人关注 / 9天以前发布,"['VR房源', '随时看房']",165万元,['单价12356元/平米']
汽车南站，汇金路旁，交通便利，经典三房,https://cs.lianjia.com/ershoufang/104105520734.html,昌胜七里香榭 - 汽车南站,3室2厅 | 90.91平米 | 南 北 | 简装 | 高楼层(共30层)  | 板塔结合,6人关注 / 9天以前发布,"['VR看装修', '房本满五年', '随时看房']",73万元,['单价8030元/平米']
精装朝南两房 采光视野好 沙湾公园隔壁次新小区,https://cs.lianjia.com/ershoufang/104105538949.html,优山美地 - 武广新城,2室2厅 | 69.52平米 | 南 北 | 精装 | 高楼层(共17层) | 2013年建 | 板楼,5人关注 / 5天以前发布,"['近地铁', 'VR房源', '房本满五年', '随时看房']",80万元,['单价11508元/平米']
给你一个温馨的家·一个好的休息环境！,https://cs.lianjia.com/ershoufang/104105499340.html,景湾小区西区 - 韶山南路,6室2厅 | 171平米 | 南 | 精装 | 高楼层(共6层) | 2007年建 | 板楼,2人关注 / 12天以前发布,"['VR房源', '随时看房']",132万元,['单价7720元/平米']
中茂城 精装两室两厅 客厅卧室朝南 急售 价格可谈,https://cs.lianjia.com/ershoufang/104105520857.html,尚都花园城 - 泉塘,2室2厅 | 80.58平米 | 南 | 精装 | 中楼层(共33层) | 2011年建 | 板塔结合,3人关注 / 9天以前发布,"['VR看装修', '房本满五年']",65.5万元,['单价8129元/平米']
满五唯一，自住精装修， 拎包入住，地铁二号线400米,https://cs.lianjia.com/ershoufang/104105527372.html,高信向日葵 - 金星中路,2室2厅 | 80.4平米 | 南 | 精装 | 高楼层(共18层) | 2015年建 | 板塔结合,2人关注 / 7天以前发布,"['近地铁', 'VR房源', '房本满五年']",103.8万元,['单价12911元/平米']
电梯洋房 正中间位置 长沙唯一获得建筑鲁班奖的小区,https://cs.lianjia.com/ershoufang/104105528139.html,星城世家 - 尚东,3室2厅 | 140.19平米 | 南 | 精装 | 中楼层(共10层) | 2007年建 | 板楼,2人关注 / 7天以前发布,"['近地铁', 'VR房源']",238万元,['单价16977元/平米']
业主腾资格城心出售   二楼 精装大三房,https://cs.lianjia.com/ershoufang/104105536344.html,中南汽车城2 - 中南汽车世界,3室2厅 | 115.56平米 | 南 | 其他 | 低楼层(共6层) | 2004年建 | 板楼,2人关注 / 6天以前发布,"['近地铁', 'VR房源', '房本满五年']",59.8万元,['单价5175元/平米']
探香里精装带暖气片，房屋保养的佳，南北户型，明亮,https://cs.lianjia.com/ershoufang/104105536495.html,珠江郦城探香里 - 福元西路,3室2厅 | 88.58平米 | 南 | 其他 | 中楼层(共18层) | 2015年建 | 板塔结合,1人关注 / 6天以前发布,"['VR房源', '房本满五年']",122.5万元,['单价13830元/平米']
6号线正地铁口河景中间位置安静不吵，精装修拎包入住,https://cs.lianjia.com/ershoufang/104105538282.html,江河双水湾 - 武广新城,3室2厅 | 90.05平米 | 南 | 简装 | 高楼层(共33层) | 2011年建 | 板塔结合,0人关注 / 5天以前发布,"['VR房源', '房本满五年']",109.8万元,['单价12194元/平米']
满五唯一，马可波罗地板，埃及水晶灯,https://cs.lianjia.com/ershoufang/104105539642.html,鑫远熙山 - 省政府,4室2厅 | 118.52平米 | 南 | 精装 | 高楼层(共18层) | 2013年建 | 板楼,2人关注 / 5天以前发布,"['VR房源', '房本满五年']",150万元,['单价12657元/平米']
名都凯旋城小区环境优美，交通便利，,https://cs.lianjia.com/ershoufang/104105545808.html,名都凯旋城 - 赤岗冲,4室2厅 | 156.28平米 | 南 | 精装 | 高楼层(共13层) | 2007年建 | 板塔结合,1人关注 / 4天以前发布,"['近地铁', 'VR房源', '房本满五年']",139.6万元,['单价8933元/平米']
地铁口、东塘商圈、配套成熟、人车分流，花园式小区,https://cs.lianjia.com/ershoufang/104105427673.html,亚华香舍花都 - 东塘,5室2厅 | 157.69平米 | 南 | 精装 | 高楼层(共14层) | 2003年建 | 板塔结合,7人关注 / 25天以前发布,"['VR看装修', '房本满五年']",225万元,['单价14269元/平米']
恒大雅苑低总价三房  带地下停车场 金鹰旁 地铁口旁,https://cs.lianjia.com/ershoufang/104105439411.html,恒大雅苑 - 广电,3室2厅 | 100.21平米 | 东北 | 其他 | 中楼层(共26层)  | 板塔结合,8人关注 / 23天以前发布,"['近地铁', 'VR看装修']",110万元,['单价10977元/平米']
正地铁口 大四房 从未入住  交通便利,https://cs.lianjia.com/ershoufang/104105402443.html,恒大绿洲 - 武广新城,4室2厅 | 139.8平米 | 南 | 精装 | 低楼层(共32层)  | 板塔结合,22人关注 / 30天以前发布,"['近地铁', 'VR看装修', '房本满五年', '随时看房']",175万元,['单价12518元/平米']
近3号地铁，满五唯一，卧室带阳台，砖石楼层。,https://cs.lianjia.com/ershoufang/104105407965.html,桂花二村 - 桂花村,2室1厅 | 59.25平米 | 东南 | 简装 | 中楼层(共6层) | 2001年建 | 板楼,12人关注 / 29天以前发布,"['近地铁', 'VR看装修', '房本满五年', '随时看房']",45.8万元,['单价7730元/平米']
南北通透，楼层好，采光好，适合居住,https://cs.lianjia.com/ershoufang/104105408629.html,上海城 - 韶山南路,3室2厅 | 111.45平米 | 南 北 | 精装 | 高楼层(共33层) | 2010年建 | 塔楼,7人关注 / 29天以前发布,"['VR看装修', '房本满五年', '随时看房']",120万元,['单价10768元/平米']
高楼层  无个税   这半个月有13组客户看过这套房子,https://cs.lianjia.com/ershoufang/104105408642.html,世茂铂翠湾 - 滨江新城,4室2厅 | 132平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板楼,19人关注 / 29天以前发布,"['VR看装修', '随时看房']",208万元,['单价15758元/平米']
解放路与曙光路交汇处  电梯小三房  诚心出售,https://cs.lianjia.com/ershoufang/104105410414.html,长铁高层 - 火车站,3室2厅 | 78.59平米 | 西南 | 简装 | 低楼层(共30层) | 1989年建 | 板楼,5人关注 / 28天以前发布,"['近地铁', 'VR看装修', '房本满五年', '随时看房']",78.8万元,['单价10027元/平米']
单位小区，环境好，无公摊，车位充足，小三房,https://cs.lianjia.com/ershoufang/104105415350.html,机关金星住宅小区 - 河西步步高,3室2厅 | 89.19平米 | 南 | 简装 | 中楼层(共7层) | 1999年建 | 板楼,9人关注 / 28天以前发布,"['VR看装修', '房本满五年', '随时看房']",82.8万元,['单价9284元/平米']
浩龙音乐界好房推荐，精装三房。,https://cs.lianjia.com/ershoufang/104105422486.html,浩龙音乐界 - 望城区,3室2厅 | 92.88平米 | 东 | 精装 | 低楼层(共31层)  | 板塔结合,2人关注 / 26天以前发布,"['VR房源', '房本满五年', '随时看房']",82万元,['单价8829元/平米']
精装三房，户型周正，采光好，业主急卖,https://cs.lianjia.com/ershoufang/104105428036.html,卓越麓山别墅 - 含浦,3室2厅 | 93.05平米 | 南 北 | 精装 | 高楼层(共17层)  | 暂无数据,5人关注 / 25天以前发布,"['VR房源', '随时看房']",86万元,['单价9243元/平米']
4号线正地铁口 带车库出售 产权明确 已委托钥匙,https://cs.lianjia.com/ershoufang/104105430143.html,长沙锻压机床厂 - 赤岗冲,3室2厅 | 143.68平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,7人关注 / 25天以前发布,"['近地铁', 'VR看装修', '房本满五年', '随时看房']",98万元,['单价6821元/平米']
中间楼层 户型周正 视野开阔 随时看房,https://cs.lianjia.com/ershoufang/104105436433.html,锦湘国际星城二期 - 尚东,3室2厅 | 105.14平米 | 南 | 精装 | 高楼层(共18层) | 2007年建 | 板塔结合,16人关注 / 24天以前发布,"['VR看装修', '房本满五年', '随时看房']",104万元,['单价9892元/平米']
贺龙体育场旁边，精装大三房，户型周正，诚意出售,https://cs.lianjia.com/ershoufang/104105437329.html,红龙庙小区 - 东塘,3室2厅 | 81.64平米 | 南 | 精装 | 低楼层(共5层)  | 板楼,7人关注 / 24天以前发布,"['近地铁', 'VR看装修', '房本满五年', '随时看房']",85万元,['单价10412元/平米']
一环内 西山湖景 3室  一线湖景 层高3.3米  清水毛坯,https://cs.lianjia.com/ershoufang/104105437336.html,西山汇景 - 桐梓坡,3室2厅 | 114.19平米 | 南 | 毛坯 | 高楼层(共18层) | 2009年建 | 板塔结合,3人关注 / 24天以前发布,"['VR看装修', '随时看房']",165万元,['单价14450元/平米']
房子诚心卖，省妇幼，湘雅，楼层采光好，精装,https://cs.lianjia.com/ershoufang/104105437367.html,彭家井 - 伍家岭,2室2厅 | 88.68平米 | 南 | 精装 | 高楼层(共8层) | 1992年建 | 板楼,0人关注 / 24天以前发布,"['VR看装修', '房本满五年', '随时看房']",83.8万元,['单价9450元/平米']
东塘梨子山 精装修三房  还有一个门面,https://cs.lianjia.com/ershoufang/104105438433.html,梨子山小区 - 雨花亭,3室1厅 | 75平米 | 南 | 精装 | 低楼层(共7层) | 1996年建 | 板楼,0人关注 / 24天以前发布,"['VR看装修', '房本满五年', '随时看房']",89.8万元,['单价11974元/平米']
别划走，看这里~25万首付选择阔绰实用两房~,https://cs.lianjia.com/ershoufang/104105439036.html,枫林美景 - 观沙岭,2室1厅 | 89.01平米 | 南 | 简装 | 低楼层(共18层)  | 板塔结合,9人关注 / 23天以前发布,"['VR看装修', '房本满五年', '随时看房']",82万元,['单价9213元/平米']
三室两厅两卫，入户花园，7米长阳台，户型周正,https://cs.lianjia.com/ershoufang/104105442667.html,君悦香邸 - 北辰三角洲,3室2厅 | 116.71平米 | 南 西 | 简装 | 低楼层(共27层) | 2007年建 | 塔楼,3人关注 / 23天以前发布,"['近地铁', 'VR看装修', '随时看房']",150万元,['单价12853元/平米']
含浦中医药旁 精装出售 适合自住，户型好。,https://cs.lianjia.com/ershoufang/104105442957.html,利海米兰春天 - 含浦,3室2厅 | 85.97平米 | 南 | 精装 | 低楼层(共11层) | 2016年建 | 板塔结合,6人关注 / 23天以前发布,"['VR看装修', '房本满五年', '随时看房']",84万元,['单价9771元/平米']
地铁口，交通便利，配套设施齐全。,https://cs.lianjia.com/ershoufang/104105444834.html,绿地公馆 - 省政府,3室1厅 | 98.82平米 | 南 北 | 其他 | 低楼层(共11层) | 2013年建 | 板塔结合,6人关注 / 22天以前发布,"['VR看装修', '房本满五年', '随时看房']",113万元,['单价11435元/平米']
名都花园，双地铁口，花园小区，正规五房诚意出售,https://cs.lianjia.com/ershoufang/104105445103.html,名都花园 - 赤岗冲,5室2厅 | 206.5平米 | 南 | 精装 | 高楼层(共9层) | 2007年建 | 板楼,10人关注 / 22天以前发布,"['近地铁', 'VR房源', '房本满五年', '随时看房']",188万元,['单价9105元/平米']
左家塘好单位，二楼好楼层，朝南光照好，适合居住,https://cs.lianjia.com/ershoufang/104105445631.html,营山佳园 - 左家塘,2室1厅 | 58.3平米 | 南 | 简装 | 低楼层(共6层) | 1996年建 | 板楼,5人关注 / 22天以前发布,"['近地铁', 'VR看装修', '房本满五年', '随时看房']",49.5万元,['单价8491元/平米']
业主诚心出售湘雅附三后面通透大四居,https://cs.lianjia.com/ershoufang/104105450181.html,西岸润泽府 - 桐梓坡,4室2厅 | 153.44平米 | 南 北 | 毛坯 | 中楼层(共18层) | 2009年建 | 板塔结合,10人关注 / 22天以前发布,"['VR看装修', '随时看房']",150万元,['单价9776元/平米']
业主诚心出售，南北通透大三房，双阳台，拎包即住,https://cs.lianjia.com/ershoufang/104105451136.html,博雅湘水湾 - 泉塘,3室2厅 | 125.88平米 | 南 北 | 精装 | 低楼层(共17层) | 2011年建 | 板楼,6人关注 / 21天以前发布,"['VR看装修', '房本满五年', '随时看房']",98万元,['单价7786元/平米']
金星路边繁华地段好房！成熟商圈！,https://cs.lianjia.com/ershoufang/104105451313.html,双盈卧龙湾 - 金星北,2室2厅 | 88.61平米 | 南 | 简装 | 中楼层(共32层)  | 板塔结合,3人关注 / 21天以前发布,"['VR看装修', '房本满五年', '随时看房']",67.5万元,['单价7618元/平米']
梅溪湖好莱城 四房两厅两卫 户型周正 诚心售,https://cs.lianjia.com/ershoufang/104105452209.html,弘德西街好莱城 - 梅溪湖北岸,4室2厅 | 132.28平米 | 南 北 | 毛坯 | 中楼层(共33层) | 2015年建 | 板塔结合,11人关注 / 21天以前发布,"['VR看装修', '随时看房']",155万元,['单价11718元/平米']
景香苑 3室2厅 南 北,https://cs.lianjia.com/ershoufang/104105456257.html,景香苑 - 开福区政府,3室2厅 | 138平米 | 南 北 | 精装 | 低楼层(共15层) | 2006年建 | 板楼,2人关注 / 20天以前发布,"['近地铁', 'VR房源', '房本满五年', '随时看房']",125万元,['单价9058元/平米']
芙蓉公寓业主诚意急售，电梯洋房，有钥匙委托随时看房,https://cs.lianjia.com/ershoufang/104105461142.html,芙蓉公寓 - 马王堆,4室2厅 | 147.5平米 | 西南 | 精装 | 低楼层(共6层) | 2006年建 | 板楼,3人关注 / 19天以前发布,"['VR看装修', '房本满五年', '随时看房']",165万元,['单价11187元/平米']
万科中高楼层精装小三房，带杂物间，朝南，室内保养好,https://cs.lianjia.com/ershoufang/104105462906.html,万科城三期 - 福元西路,3室2厅 | 89.87平米 | 南 | 其他 | 高楼层(共34层) | 2014年建 | 板塔结合,25人关注 / 19天以前发布,"['VR看装修', '随时看房']",112万元,['单价12463元/平米']
装修好，业主诚心出售，随时看房子,https://cs.lianjia.com/ershoufang/104105468026.html,麓山润城 - 枫林三路,3室2厅 | 128.16平米 | 南 北 | 精装 | 低楼层(共17层) | 2007年建 | 板塔结合,0人关注 / 18天以前发布,"['VR看装修', '随时看房']",130万元,['单价10144元/平米']
此房南北通透格局好，配套设施齐全，交通便利,https://cs.lianjia.com/ershoufang/104105470138.html,绿地公馆 - 省政府,4室2厅 | 164平米 | 南 北 | 简装 | 高楼层(共11层) | 2013年建 | 板塔结合,4人关注 / 18天以前发布,"['近地铁', 'VR看装修', '随时看房']",195万元,['单价11891元/平米']
浏阳河边新桥小区7成新三房低价出售,https://cs.lianjia.com/ershoufang/104105473246.html,新桥小区 - 马王堆,3室2厅 | 112.65平米 | 南 | 精装 | 低楼层(共3层)  | 板楼,14人关注 / 17天以前发布,"['VR看装修', '房本满五年', '随时看房']",86万元,['单价7635元/平米']
雨花亭、凯德广场、双阳台、1号线涂家冲,https://cs.lianjia.com/ershoufang/104105473256.html,长城非常生活 - 雨花亭,3室2厅 | 86.11平米 | 东南 | 精装 | 中楼层(共31层) | 2009年建 | 塔楼,2人关注 / 17天以前发布,"['近地铁', 'VR房源', '房本满五年', '随时看房']",96万元,['单价11149元/平米']
全新未入住大三房，小区中间位置，小高层。,https://cs.lianjia.com/ershoufang/104105479390.html,恒大名都 - 金星北,3室1厅 | 131.81平米 | 北 | 精装 | 高楼层(共18层)  | 板塔结合,3人关注 / 16天以前发布,"['VR看装修', '房本满五年', '随时看房']",102万元,['单价7739元/平米']
博才师大旁，房子满五唯一，业主置换诚心出售。,https://cs.lianjia.com/ershoufang/104105480990.html,江山帝景—凯旋庭 - 含浦,3室2厅 | 87.01平米 | 南 | 其他 | 低楼层(共17层) | 2016年建 | 板塔结合,4人关注 / 16天以前发布,"['VR看装修', '房本满五年', '随时看房']",90万元,['单价10344元/平米']
